RESULT ID UNIQUE,Result_ID,Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom_Longitude,Bloom_Datum,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Bloom_Location,Bloom_Size,Bloom_Texture,Bloom_Type,Datum,Latitude,Longitude,Measurement_Type,Measurement_Unit,Measurement_Value,Proposed_Lab_Analyses,Results_Date,Sample_Date,Sample_ID,Sample_Location,Data_Type,Site,Taxa,Water_Surface_Condition,Weather_Condition,Analysis_Type,Method,Analyte_Class,Analyte,Sample_Type
F1732,1732,3171,,883,4,Public Reporting,H.V. Eastman Lake,,H.V. Eastman Lake,Madera,Region 5 - Central Valley,37.222539,-119.98409,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1733,1733,3172,,883,4,Public Reporting,H.V. Eastman Lake,,east boat ramp 1 (539MAD400),Madera,Region 5 - Central Valley,37.220192,-119.96653,,CA Waterboard Region 5,,Unknown,United States Army Corps of Engineers,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1734,1734,3173,,883,4,Public Reporting,H.V. Eastman Lake,,west boat ramp 2 (539MAD420),Madera,Region 5 - Central Valley,37.22707,-119.98293,,CA Waterboard Region 5,,Unknown,United States Army Corps of Engineers,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1735,1735,3201,,884,1,,Esperanza Creek,,End of Wharregard Rd.,Calaveras,Region 5 - Central Valley,38.29619,-120.48536,WGS84,,,No,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1736,1736,3192,,885,1,,Fresno River,,at Hensley Lake,Madera,Region 5 - Central Valley,37.14278,-119.86333,WGS84,CA Waterboard Region 5,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1737,1737,3216,,886,2,Public Reporting,Gualala River,,at The Sea Ranch Association,Sonoma,Region 1 - North Coast,38.707807,-123.42575,,Director of Facilities and Resources,,No,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1738,1738,3168,,887,3,,Hensley Lake,,at East Floating Dock (539MAD002),Madera,Region 5 - Central Valley,37.120313,-119.8774,WGS84,CA Waterboard Region 5,,Unknown,United States Army Corps of Engineers,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1739,1739,3169,,887,3,,Hensley Lake,,at West Floating Dock (539MAD001),Madera,Region 5 - Central Valley,37.12074,-119.88648,WGS84,CA Waterboard Region 5,,Unknown,United States Army Corps of Engineers,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1740,1740,3146,,854,4,,Klamath River,,at Weitchpec (RM 43.5),Humboldt,Region 1 - North Coast,41.18575,-123.70852,,RB1 FHAB,,Unknown,Yurok Tribe,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1741,1741,3202,,893,1,,Ash Slough Bypass Canal,,"on Canal Drive, Chowchilla",Madera,Region 5 - Central Valley,37.123274,-120.27744,,OEHHA,,Unknown,Unknown,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1742,1742,3218,,894,1,Public Reporting,Lake Clementine,,Lower Lake Clementine,Placer,Region 5 - Central Valley,38.936011,-121.02377,,CA Waterboard Region 5,,Unknown,Unknown,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1743,1743,3189,,895,2,Public Reporting,Greenhill Estates,,near Laguna and Lakeshore.  South ave 26 and east 99,Madera,Region 5 - Central Valley,37.114851,-120.23305,,Sierra Golf Management,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1744,1744,3213,,896,1,Public Reporting,Little Browns Creek,,at Landecena Road,Trinity,Region 1 - North Coast,40.707228,-122.90572,,Trinity County,,Yes,Unknown,Unknown,,Wadeable stream,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1745,1745,3178,,897,2,Public Reporting,Lower Klamath National Wildlife Refuge,,Stateline Boat Ramp,Siskiyou,Region 1 - North Coast,42.00201,-121.82464,,FHAB,,Unknown,United States Fish and Wildlife,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1746,1746,3179,,897,2,Public Reporting,Lower Klamath National Wildlife Refuge,,West Sheepy Lake,Siskiyou,Region 1 - North Coast,41.96463,-121.79713,,RB1 FHAB,,Unknown,United States Fish and Wildlife,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1747,1747,3232,,899,1,,Mad River,,tributary below Ruth Lake near Humboldt & Trinity County line,Trinity,Region 1 - North Coast,40.4991,-123.5421,WGS84,California Department of Fish and Wildlife,,Yes,Unknown,Unknown,,Wadeable stream,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1748,1748,3160,,900,19,,Russian River,,Camp Rose Beach,Sonoma,Region 1 - North Coast,38.613184,-122.83207,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1749,1749,3162,,900,19,,Russian River,,Cloverdale River Park Beach,Sonoma,Region 1 - North Coast,38.822747,-123.00994,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1750,1750,3161,,900,19,,Russian River,,Del Rio Woods Beach,Sonoma,Region 1 - North Coast,38.6229653,-122.83943,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1751,1751,3157,,900,19,,Russian River,,Forestville Access Beach,Sonoma,Region 1 - North Coast,38.510636,-122.92395,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1752,1752,3159,,900,19,,Russian River,,Healdsburg Veterans Beach,Sonoma,Region 1 - North Coast,38.603804,-122.86,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1753,1753,3155,,900,19,,Russian River,,Johnson's Beach,Sonoma,Region 1 - North Coast,38.499481,-122.99831,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1754,1754,3154,,900,19,,Russian River,,Monte Rio Beach,Sonoma,Region 1 - North Coast,38.466885,-123.01219,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1755,1755,3153,,900,19,,Russian River,,Patterson Point,Sonoma,Region 1 - North Coast,38.471794,-123.02761,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1756,1756,3158,,900,19,,Russian River,,Steelhead Beach,Sonoma,Region 1 - North Coast,38.500283,-122.8995,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1757,1757,3156,,900,19,,Russian River,,Sunset Beach,Sonoma,Region 1 - North Coast,38.503944,-122.93037,,RB1 FHAB,,Unknown,Unknown,County Environmental Health Department,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1758,1758,3170,,910,2,,Santa Fe Reservoir,,,Los Angeles,Region 4 - Los Angeles,34.112149,-117.94317,,California Department of Fish and Wildlife,,Unknown,Unknown,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1759,1759,3199,,911,1,Public Reporting,Ash Slough Bypass Canal,,slough in Chowchilla,Madera,Region 5 - Central Valley,37.12763,-120.26735,,,,Unknown,County Environmental Health Department,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1760,1760,3184,,912,1,,Three Mile Slough,,near San Joaquin River (TSL),Sacramento,Region 5 - Central Valley,38.1033,-121.6861,WGS84,Department of Water Resources,,Unknown,Unknown,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1761,1761,3152,,913,1,,Trinity River,,at the Southern Boundary of Reservation,Humboldt,Region 1 - North Coast,41.020169,-123.63518,,RB1 FHAB,,Unknown,Hoopa Tribe,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1762,1762,3205,,914,1,Public Reporting,Los Rasales Lake,,Water of the Woods Trail in Mount Laguna Area of Cleveland National Forest,San Diego,Region 9 - San Diego,32.87576,-116.4662,WGS84,San Diego Water Board,,No,County Environmental Health Department; Unknown,United States Forest Service,Drinking,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1763,1763,3211,,915,2,,West Canal,,at Clifton Court Intake (WCI),Contra Costa,Region 5 - Central Valley,37.831583,-121.55402,WGS84,Dept of Water Resources,,Unknown,Unknown,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1764,1764,3276,New Case,930,3,Agency/Partner Reporting,Lake Shastina,,lake-wide,Siskiyou,Region 1 - North Coast,41.517471,-122.39486,WGS84,,Northern - Siskiyou,Unknown,,,,Lake,no bloom,no bloom,No bloom,Clear water,,0,0,,,0,,,,,Bank/shoreline,Visual,,,,,,,,,Field
F1765,1765,3280,New Case,1119,9,Public Reporting,Lake Merritt,,Near Light Post 82 and Cleveland Cascade at Lake Shore Ave.,Alameda,Region 2 - San Francisco Bay,37.807143,-122.25014,WGS84,"Region 2 regional water board has been notified already. 
On 5/11/22 Region 2 collected water samples at the dead bird location and also at another site in Lake Merritt (by the band stand and beach) as part of the Holiday Assessment. Results are pending",,Unknown,Other,,Non-Contact recreation,Lake,,,,,NAD83,37.807125,-122.25015,,,0,,,,,Bank/shoreline,Visual,204LME060,,Calm,Clear,,,,,Field
F1780,1780,3382,Existing Case,1006,1,Agency/Partner Reporting,Lake Mendocino,,South Boat Ramp,Mendocino,Region 1 - North Coast,39.204909,-123.18091,,,,,United States Army Corps of Engineers,County Environmental Health Department,,,no bloom,no bloom,No bloom,,WGS84,39.20449,-123.18278,,,0,,,,,Dock,Visual,South Boat Ramp,,Calm,Clear,,,,,Field
F1781,1781,3384,Existing Case,1004,1,Agency/Partner Reporting,Lake Pillsbury,,Resort,Lake,Region 1 - North Coast,39.42121,-122.95815,,,,,Pacific Gas and Electric,County Environmental Health Department,,,<10 feet from shore,smaller than a sedan,Visible spherical colonies,Planktonic cyanobacteria,WGS84,39.421403,-122.95802,,,0,,,,,Dock,Visual,Lake Pillsbury Resort,,Calm,Clear,,,,,Field
F1767,1767,3200,,875,2,Public Reporting,Salton Sea,Salton Sea,Desert Shores,Imperial; Riverside,Region 7 - Colorado River,33.410163,-116.03504,NAD83,CRWQCB Region7,,No,Joint Powers Authority,Joint Powers Authority,,Wetland,<10 feet from shore,between a football field and a tennis court,Surface scum,Other algal bloom,,0,0,,,0,,,,,Bank/shoreline,Visual,,,,Clear,,,,,Field
F1770,1770,3484,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,,Havasu Landing Boat Launch Ramp,San Bernardino,Region 7 - Colorado River,34.48225,-114.40536,,,,Unknown,,,,,<10 feet from shore,smaller than a sedan,Other,,Other,34.48225,-114.40536,Conductivity,uS,954,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing Launch Ramp,,,,,,,,Field
F1771,1771,3484,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,,Havasu Landing Boat Launch Ramp,San Bernardino,Region 7 - Colorado River,34.48225,-114.40536,,,,Unknown,,,,,<10 feet from shore,smaller than a sedan,Other,,Other,34.48225,-114.40536,Temp_water,C,26,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing Launch Ramp,,,,,,,,Field
F1773,1773,3485,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,,Havasu Landing Jetty Beach,San Bernardino,Region 7 - Colorado River,34.481617,-114.40296,,,,Unknown,,,,,no bloom,no bloom,No bloom,,Other,34.481617,-114.40296,Conductivity,uS,962,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing jetty beach,,,,,,,,Field
F1776,1776,3485,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,,Havasu Landing Jetty Beach,San Bernardino,Region 7 - Colorado River,34.481617,-114.40296,,,,Unknown,,,,,no bloom,no bloom,No bloom,,Other,34.481617,-114.40296,Temp_water,C,26,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing jetty beach,,,,,,,,Field
F1777,1777,3297,Existing Case,944,2,Agency/Partner Reporting,Salmon Creek,,Estuary,Sonoma,Region 1 - North Coast,38.354592,-123.06505,,,,,Unknown,County Environmental Health Department,,,no bloom,no bloom,No bloom,Attached cyanobacterial mats,WGS84,38.354592,-123.06505,,,0,,,,,Bank/shoreline,Visual,Estuary,,Ripples,Clear,,,,,Field
F1778,1778,3224,,852,1,,Big Lagoon,Big Lagoon Hydrologic Area,Lagoonwide,Humboldt,Region 1 - North Coast,41.173458,-124.11614,,RB1,,Unknown,County Environmental Health Department,California State Parks,,,,,,,WGS84,41.163894,-124.13071,,,0,,,,,Open water,Visual,,,Ripples,Overcast,,,,,Field
F1779,1779,3441,Existing Case,1033,1,Agency/Partner Reporting,Stone Lagoon,,Lagoonwide,Humboldt,Region 1 - North Coast,41.233271,-124.08366,,,,,California State Parks,Big Lagoon Rancheria,,,no bloom,no bloom,No bloom,,WGS84,41.233271,-124.08366,,,0,,,,,Open water,Visual,,,Ripples,Overcast,,,,,Field
F1782,1782,3383,Existing Case,1005,2,Agency/Partner Reporting,Lake Sonoma,,Yorty Creek Recreation Area,Sonoma,Region 1 - North Coast,38.77046,-123.07741,,,,,United States Army Corps of Engineers,County Environmental Health Department,,,<10 feet from shore,between a tennis court and a sedan,Green discoloration,,WGS84,38.769322,-123.07921,,,0,,,,,Bank/shoreline,Visual,Yorty Creek Recreation Area,,Ripples,Clear,,,,,Field
F1783,1783,3325,New Case,962,1,Agency/Partner Reporting,Lake Ralphine,,Howarth Park,Sonoma,Region 1 - North Coast,38.453822,-122.66821,,,,,County Environmental Health Department,City Department,Non-Contact recreation,,,,Grass clippings,,WGS84,38.453707,-122.66797,,,0,,,,,Bank/shoreline,Visual,Boat Ramp,,Calm,Clear,,,,,Field
F1784,1784,3491,Existing Case,1064,1,Public Reporting,Pudding Creek,,near Beach and Trestle,Mendocino,Region 1 - North Coast,39.458672,-123.80767,,,,Unknown,,County Environmental Health Department,,,10-50 feet from shore,between a football field and a tennis court,Green discoloration,Filamentous algae,,0,0,,,0,,,,,Bank/shoreline,Visual,,,,,,,,,Field
F1785,1785,3137,,873,3,,Iron Gate Reservoir,Iron Creek,at Jay Williams Boat Ramp (Public Health),Siskiyou,Region 1 - North Coast,41.962236,-122.44046,,RB1 FHAB,,Unknown,PacifiCorp,Unknown,,Reservoir,,,,,WGS84,41.9618726,-122.44157,,,0,,,,,Bank/shoreline,Visual,,,Ripples,Clear,,,,,Field
F1786,1786,3132,,882,3,,Copco Reservoir,,at Copco Cove (Public Health),Siskiyou,Region 1 - North Coast,41.983447,-122.33072,,RB1 FHAB,,Unknown,PacifiCorp,Unknown,,Reservoir,,,,,WGS84,41.9837351,-122.33113,,,0,,,,,Bank/shoreline,Visual,,,Ripples,Clear,,,,,Field
F1787,1787,3523,Existing Case,1081,2,Public Reporting,South Fork Eel River,,Standish-Hickey State Recreation Area,Mendocino,Region 1 - North Coast,39.87548,-123.72556,WGS84,,,,California State Parks,County Environmental Health Department,,,no bloom,no bloom,Benthic mats,Attached cyanobacterial mats,WGS84,39.87548,-123.72556,,,0,,,,,Midchannel,Visual,,,Choppy,Overcast,,,,,Field
F1788,1788,3325,New Case,962,1,Agency/Partner Reporting,Lake Ralphine,,Howarth Park,Sonoma,Region 1 - North Coast,38.453822,-122.66821,,,,,County Environmental Health Department,City Department,Non-Contact recreation,,,,Grass clippings,Planktonic cyanobacteria,WGS84,38.454108,-122.66843,,,0,,,,,Dock,Visual,Dock,,Calm,Overcast,,,,,Field
F1789,1789,3523,Existing Case,1081,2,Public Reporting,South Fork Eel River,,Standish-Hickey State Recreation Area,Mendocino,Region 1 - North Coast,39.87548,-123.72556,WGS84,,,,California State Parks,County Environmental Health Department,,,no bloom,no bloom,Benthic mats,Attached cyanobacterial mats,WGS84,39.87528,-123.72612,,,0,,,,,Midchannel,Visual,Standish Hickey,,Ripples,Clear,,,,,Field
F1790,1790,3523,Existing Case,1081,2,Public Reporting,South Fork Eel River,,Standish-Hickey State Recreation Area,Mendocino,Region 1 - North Coast,39.87548,-123.72556,WGS84,,,,California State Parks,County Environmental Health Department,,,no bloom,no bloom,Benthic mats,Attached cyanobacterial mats,,0,0,,,0,,,,,Midchannel,Visual,Standish Hickey,,Ripples,Clear,,,,,Field
F1791,1791,3543,Existing Case,1081,2,Agency/Partner Reporting,South Fork Eel River,,Cooks Valley,Mendocino,Region 1 - North Coast,40.000232,-123.78721,,,,,County Environmental Health Department,County Environmental Health Department,,,<10 feet from shore,smaller than a sedan,Benthic mats,Attached cyanobacterial mats,,0,0,,,0,,,,,Midchannel,Visual,Cooks Valley,,Ripples,Clear,,,,,Field
F1792,1792,3563,Existing Case,1100,1,Agency/Partner Reporting,Spring Lake,,Lakewide,Sonoma,Region 1 - North Coast,38.453602,-122.6526,,,,,Local Park and Recreation Department,County Environmental Health Department,,,shoreline to >50 feet from shore,smaller than a sedan,Floating mats,Floating cyanobacterial mats,,0,0,,,0,,,,,Open water,Visual,,,Calm,Rain,,,,,Field
F1793,1793,3523,Existing Case,1081,2,Public Reporting,South Fork Eel River,,Standish-Hickey State Recreation Area,Mendocino,Region 1 - North Coast,39.87548,-123.72556,WGS84,,,,California State Parks,County Environmental Health Department,,,no bloom,no bloom,Benthic mats,Attached cyanobacterial mats,,0,0,,,0,,,,,Midchannel,Visual,,,Ripples,Clear,,,,,Field
F1794,1794,3543,Existing Case,1081,2,Agency/Partner Reporting,South Fork Eel River,,Cooks Valley,Mendocino,Region 1 - North Coast,40.000232,-123.78721,,,,,County Environmental Health Department,County Environmental Health Department,,,<10 feet from shore,smaller than a sedan,Benthic mats,Attached cyanobacterial mats,,0,0,,,0,,,,,Midchannel,Visual,,,Ripples,Clear,,,,,Field
F1795,1795,3325,New Case,962,1,Agency/Partner Reporting,Lake Ralphine,,Howarth Park,Sonoma,Region 1 - North Coast,38.453822,-122.66821,,,,,County Environmental Health Department,City Department,Non-Contact recreation,,,,Grass clippings,Clear water,,0,0,,,0,,,,,Open water,Visual,,,Ripples,Clear,,,,,Field
F1796,1796,3543,Existing Case,1081,2,Agency/Partner Reporting,South Fork Eel River,,Cooks Valley,Mendocino,Region 1 - North Coast,40.000232,-123.78721,,,,,County Environmental Health Department,County Environmental Health Department,,,<10 feet from shore,smaller than a sedan,Benthic mats,Attached cyanobacterial mats,,0,0,,,0,,,,,,Visual,,,Ripples,Overcast,,,,,Field
F1797,1797,3523,Existing Case,1081,2,Public Reporting,South Fork Eel River,,Standish-Hickey State Recreation Area,Mendocino,Region 1 - North Coast,39.87548,-123.72556,WGS84,,,,California State Parks,County Environmental Health Department,,,no bloom,no bloom,Benthic mats,Attached cyanobacterial mats,,0,0,,,0,,,,,,Visual,,,Ripples,Clear,,,,,Field
F1798,1798,3571,Unassigned,1099,14,Public Reporting,Kaweah Lake,,Slick Rock Boating Dock Bathrooms,Tulare,Region 5 - Central Valley,36.415146,-118.93468,,Kaweah Marina,,Unknown,,,,,10-50 feet from shore,smaller than a sedan,Streaking; Surface scum,Attached cyanobacterial mats,,0,0,,,0,,,,,Bank/shoreline,Visual,,,Calm,Clear,,,,,Field
F1800,1800,3637,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,Lake Havasu,Havasu Landing Boat Launch Ramp,San Bernardino,Region 7 - Colorado River,34.48225,-114.40536,Other,"Havasu Landing
San Bernardino County Health
Chemhuevi Tribe",Southern - San Bernadino,Yes,California State Parks; Tribe,Tribe,Camping; Contact recreation; Dog walking; Drinking,Lake,<10 feet from shore,between a tennis court and a sedan,Visible spherical colonies,,Other,34.48225,-114.40536,Conductivity,uS,954,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing Launch Ramp,,,,,,,,Field
F1801,1801,3637,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,Lake Havasu,Havasu Landing Boat Launch Ramp,San Bernardino,Region 7 - Colorado River,34.48225,-114.40536,Other,"Havasu Landing
San Bernardino County Health
Chemhuevi Tribe",Southern - San Bernadino,Yes,California State Parks; Tribe,Tribe,Camping; Contact recreation; Dog walking; Drinking,Lake,<10 feet from shore,between a tennis court and a sedan,Visible spherical colonies,,Other,34.48225,-114.40536,DO,,137,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing Launch Ramp,,,,,,,,Field
F1802,1802,3637,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,Lake Havasu,Havasu Landing Boat Launch Ramp,San Bernardino,Region 7 - Colorado River,34.48225,-114.40536,Other,"Havasu Landing
San Bernardino County Health
Chemhuevi Tribe",Southern - San Bernadino,Yes,California State Parks; Tribe,Tribe,Camping; Contact recreation; Dog walking; Drinking,Lake,<10 feet from shore,between a tennis court and a sedan,Visible spherical colonies,,Other,34.48225,-114.40536,Temp_water,C,26,Water,,,,Bank/shoreline,Point_measurement,Havasu Landing Launch Ramp,,,,,,,,Field
F1803,1803,3637,Existing Case,1010,40,Agency/Partner Reporting,Lake Havasu,Lake Havasu,Havasu Landing Boat Launch Ramp,San Bernardino,Region 7 - Colorado River,34.48225,-114.40536,Other,"Havasu Landing
San Bernardino County Health
Chemhuevi Tribe",Southern - San Bernadino,Yes,California State Parks; Tribe,Tribe,Camping; Contact recreation; Dog walking; Drinking,Lake,<10 feet from shore,between a tennis court and a sedan,Visible spherical colonies,Planktonic cyanobacteria,Other,34.48225,-114.40536,,,0,,,,,Bank/shoreline,Visual,Havasu Landing Launch Ramp,,Calm,Clear,,,,,Field
F1804,1804,3523,Existing Case,1081,2,Public Reporting,South Fork Eel River,,Standish-Hickey State Recreation Area,Mendocino,Region 1 - North Coast,39.87548,-123.72556,WGS84,,,,California State Parks,County Environmental Health Department,,,no bloom,no bloom,Benthic mats,Attached cyanobacterial mats,,0,0,,,,,,,,,Visual,,,Ripples,Partly cloudy,,,,,Field
F1805,1805,3543,Existing Case,1081,2,Agency/Partner Reporting,South Fork Eel River,,Cooks Valley,Mendocino,Region 1 - North Coast,40.000232,-123.78721,,,,,County Environmental Health Department,County Environmental Health Department,,,<10 feet from shore,smaller than a sedan,Benthic mats,Attached cyanobacterial mats,,0,0,,,,,,,,,Visual,,,Ripples,Partly cloudy,,,,,Field
F1806,1806,3324,New Case,960,1,Public Reporting,Big Laguna Lake,,Open water near the berm/earth dam,San Diego,Region 9 - San Diego,32.87778,-116.46269,WGS84,,,,United States Forest Service,United States Forest Service,Camping; Dog walking; Non-Contact recreation,Lake,no bloom,no bloom,No bloom,,,0,0,Temp_water,C,23.44,Grab,,,,Open water,Point_measurement,Big Laguna Lake,,,,,,,,Field
F1807,1807,3324,New Case,960,1,Public Reporting,Big Laguna Lake,,Open water near the berm/earth dam,San Diego,Region 9 - San Diego,32.87778,-116.46269,WGS84,,,,United States Forest Service,United States Forest Service,Camping; Dog walking; Non-Contact recreation,Lake,no bloom,no bloom,No bloom,,,0,0,pH,,9.1,Grab,,,,Open water,Point_measurement,Big Laguna Lake,,,,,,,,Field
F1808,1808,3324,New Case,960,1,Public Reporting,Big Laguna Lake,,Open water near the berm/earth dam,San Diego,Region 9 - San Diego,32.87778,-116.46269,WGS84,,,,United States Forest Service,United States Forest Service,Camping; Dog walking; Non-Contact recreation,Lake,no bloom,no bloom,No bloom,,,0,0,DO,mg/L,4.41,Grab,,,,Open water,Point_measurement,Big Laguna Lake,,,,,,,,Field
F1809,1809,3324,New Case,960,1,Public Reporting,Big Laguna Lake,,Open water near the berm/earth dam,San Diego,Region 9 - San Diego,32.87778,-116.46269,WGS84,,,,United States Forest Service,United States Forest Service,Camping; Dog walking; Non-Contact recreation,Lake,no bloom,no bloom,No bloom,,,0,0,Conductivity,uS,977.6,Grab,,,,Open water,Point_measurement,Big Laguna Lake,,,,,,,,Field
F1810,1810,3326,New Case,963,1,Agency/Partner Reporting,Escondido Creek,,Escondido Creek at Elfin Forest Recreational Reserve beach,San Diego,Region 9 - San Diego,33.08593,-117.14459,WGS84,,,,Local Municipal Water District,Local Municipal Water District,Dog walking; Fishing; Non-Contact recreation,Wadeable stream,no bloom,no bloom,No bloom,,,0,0,Temp_water,C,25.53,,,,,Bank/shoreline,Point_measurement,Escondido Creek at Elfin Forest Trailhead,,,,,,,,Field
F1811,1811,3326,New Case,963,1,Agency/Partner Reporting,Escondido Creek,,Escondido Creek at Elfin Forest Recreational Reserve beach,San Diego,Region 9 - San Diego,33.08593,-117.14459,WGS84,,,,Local Municipal Water District,Local Municipal Water District,Dog walking; Fishing; Non-Contact recreation,Wadeable stream,no bloom,no bloom,No bloom,,,0,0,pH,,8.53,,,,,Bank/shoreline,Point_measurement,Escondido Creek at Elfin Forest Trailhead,,,,,,,,Field
F1812,1812,3326,New Case,963,1,Agency/Partner Reporting,Escondido Creek,,Escondido Creek at Elfin Forest Recreational Reserve beach,San Diego,Region 9 - San Diego,33.08593,-117.14459,WGS84,,,,Local Municipal Water District,Local Municipal Water District,Dog walking; Fishing; Non-Contact recreation,Wadeable stream,no bloom,no bloom,No bloom,,,0,0,DO,mg/L,13.21,,,,,Bank/shoreline,Point_measurement,Escondido Creek at Elfin Forest Trailhead,,,,,,,,Field
F1813,1813,3326,New Case,963,1,Agency/Partner Reporting,Escondido Creek,,Escondido Creek at Elfin Forest Recreational Reserve beach,San Diego,Region 9 - San Diego,33.08593,-117.14459,WGS84,,,,Local Municipal Water District,Local Municipal Water District,Dog walking; Fishing; Non-Contact recreation,Wadeable stream,no bloom,no bloom,No bloom,,,0,0,Conductivity,uS,1934,,,,,Bank/shoreline,Point_measurement,Escondido Creek at Elfin Forest Trailhead,,,,,,,,Field
F1814,1814,3205,,914,1,Public Reporting,Los Rasales Lake,,Water of the Woods Trail in Mount Laguna Area of Cleveland National Forest,San Diego,Region 9 - San Diego,32.87576,-116.4662,WGS84,San Diego Water Board,,No,County Environmental Health Department; Unknown,United States Forest Service,Drinking,Wadeable stream,,,,,,0,0,Temp_water,C,18.18,,,,,Bank/shoreline,Point_measurement,Water Of The Woods,,,,,,,,Field
F1815,1815,3205,,914,1,Public Reporting,Los Rasales Lake,,Water of the Woods Trail in Mount Laguna Area of Cleveland National Forest,San Diego,Region 9 - San Diego,32.87576,-116.4662,WGS84,San Diego Water Board,,No,County Environmental Health Department; Unknown,United States Forest Service,Drinking,Wadeable stream,,,,,,0,0,pH,,8.1,,,,,Bank/shoreline,Point_measurement,Water Of The Woods,,,,,,,,Field
F1816,1816,3205,,914,1,Public Reporting,Los Rasales Lake,,Water of the Woods Trail in Mount Laguna Area of Cleveland National Forest,San Diego,Region 9 - San Diego,32.87576,-116.4662,WGS84,San Diego Water Board,,No,County Environmental Health Department; Unknown,United States Forest Service,Drinking,Wadeable stream,,,,,,0,0,DO,mg/L,4.7,,,,,Bank/shoreline,Point_measurement,Water Of The Woods,,,,,,,,Field
